MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20160503,CA,4.27,6.05,15.31,25.21,28.11,21.04,2016-05-03,2016-05-09,2
20160426,CA,4.24,5.67,15.72,25.21,28.11,21.04,2016-04-26,2016-05-02,2
20160419,CA,4.24,5.67,15.72,25.21,28.11,21.04,2016-04-19,2016-04-25,2
20160412,CA,3.55,5.87,16.21,19.11,23.57,31.68,2016-04-12,2016-04-18,2
20160405,CA,3.55,5.87,16.21,19.11,23.57,31.68,2016-04-05,2016-04-11,2
20160329,CA,3.55,5.87,17.76,17.57,20.51,34.74,2016-03-29,2016-04-04,2
20160322,CA,1.16,7.29,18.70,17.54,20.57,34.74,2016-03-22,2016-03-28,2
20160315,CA,0.43,6.29,19.64,18.33,20.57,34.74,2016-03-15,2016-03-21,2
20160308,CA,0.43,2.07,14.33,22.31,22.38,38.48,2016-03-08,2016-03-14,2
20160301,CA,0.43,4.44,12.47,21.80,22.38,38.48,2016-03-01,2016-03-07,2
20160223,CA,0.43,5.19,12.56,20.96,22.38,38.48,2016-02-23,2016-02-29,2
20160216,CA,0.29,5.01,12.87,20.42,22.93,38.48,2016-02-16,2016-02-22,2
20160209,CA,0.22,5.01,12.95,20.42,22.93,38.48,2016-02-09,2016-02-15,2
20160202,CA,0.00,4.74,9.13,22.23,24.49,39.41,2016-02-02,2016-02-08,2
20160126,CA,0.00,4.65,9.22,22.17,23.75,40.21,2016-01-26,2016-02-01,2
20160119,CA,0.00,2.83,11.04,17.98,25.49,42.66,2016-01-19,2016-01-25,2
20160112,CA,0.00,2.67,9.78,18.49,26.40,42.66,2016-01-12,2016-01-18,2
20160105,CA,0.00,2.67,9.78,18.49,24.22,44.84,2016-01-05,2016-01-11,2
20151229,CA,0.00,2.67,9.78,18.49,24.22,44.84,2015-12-29,2016-01-04,2
20151222,CA,0.00,2.67,6.70,21.54,24.24,44.84,2015-12-22,2015-12-28,2
20151215,CA,0.14,2.53,6.70,21.55,24.24,44.84,2015-12-15,2015-12-21,2
20151208,CA,0.14,2.53,5.07,23.17,24.24,44.84,2015-12-08,2015-12-14,2
20151201,CA,0.14,2.53,5.07,21.71,25.71,44.84,2015-12-01,2015-12-07,2
20151124,CA,0.14,2.53,5.07,21.71,25.71,44.84,2015-11-24,2015-11-30,2
20151117,CA,0.14,2.53,5.07,21.71,25.71,44.84,2015-11-17,2015-11-23,2
20151110,CA,0.14,2.53,5.06,21.72,25.71,44.84,2015-11-10,2015-11-16,2
20151103,CA,0.14,2.53,5.06,21.72,25.71,44.84,2015-11-03,2015-11-09,2
20151027,CA,0.14,2.53,5.06,21.20,25.08,46.00,2015-10-27,2015-11-02,2
20151020,CA,0.14,2.53,5.06,21.20,25.08,46.00,2015-10-20,2015-10-26,2
20151013,CA,0.14,2.53,4.97,21.29,25.08,46.00,2015-10-13,2015-10-19,2
20151006,CA,0.14,2.53,4.97,21.29,25.08,46.00,2015-10-06,2015-10-12,2
20150929,CA,0.14,2.53,4.97,21.29,25.08,46.00,2015-09-29,2015-10-05,2
20150922,CA,0.14,2.53,4.97,21.29,25.08,46.00,2015-09-22,2015-09-28,2
20150915,CA,0.14,2.53,4.97,21.29,25.08,46.00,2015-09-15,2015-09-21,2
20150908,CA,0.14,2.51,4.99,21.29,25.08,46.00,2015-09-08,2015-09-14,2
20150901,CA,0.14,2.51,4.99,21.29,25.08,46.00,2015-09-01,2015-09-07,2
20150825,CA,0.14,2.51,4.99,21.29,25.08,46.00,2015-08-25,2015-08-31,2
20150818,CA,0.14,2.51,4.99,21.29,25.08,46.00,2015-08-18,2015-08-24,2
20150811,CA,0.14,2.51,4.99,21.29,25.08,46.00,2015-08-11,2015-08-17,2
20150804,CA,0.14,2.51,2.76,23.51,25.08,46.00,2015-08-04,2015-08-10,2
20150728,CA,0.14,2.51,2.76,23.51,25.08,46.00,2015-07-28,2015-08-03,2
20150721,CA,0.14,2.51,2.76,23.51,25.08,46.00,2015-07-21,2015-07-27,2
20150714,CA,0.14,1.15,4.12,23.51,25.08,46.00,2015-07-14,2015-07-20,2
20150707,CA,0.14,1.15,4.12,23.51,24.35,46.73,2015-07-07,2015-07-13,2
20150630,CA,0.14,1.15,4.12,23.52,24.35,46.73,2015-06-30,2015-07-06,2
20150623,CA,0.14,1.15,4.12,23.52,24.35,46.73,2015-06-23,2015-06-29,2
20150616,CA,0.14,1.15,4.12,23.52,24.35,46.73,2015-06-16,2015-06-22,2
20150609,CA,0.14,1.15,4.81,22.83,24.35,46.73,2015-06-09,2015-06-15,2
20150602,CA,0.14,1.15,4.81,24.30,22.88,46.73,2015-06-02,2015-06-08,2
20150526,CA,0.14,1.15,4.81,27.30,19.87,46.73,2015-05-26,2015-06-01,2
20150519,CA,0.14,1.58,4.37,27.30,19.83,46.77,2015-05-19,2015-05-25,2
20150512,CA,0.14,1.58,4.37,27.30,19.83,46.77,2015-05-12,2015-05-18,2
20150505,CA,0.14,1.58,4.37,27.30,19.83,46.77,2015-05-05,2015-05-11,2
20150428,CA,0.14,1.75,4.67,26.84,19.83,46.77,2015-04-28,2015-05-04,2
20150421,CA,0.14,1.75,4.67,26.84,19.83,46.77,2015-04-21,2015-04-27,2
20150414,CA,0.14,1.75,4.67,26.84,22.28,44.32,2015-04-14,2015-04-20,2
20150407,CA,0.15,1.74,4.67,26.84,22.28,44.32,2015-04-07,2015-04-13,2
20150331,CA,0.15,1.74,4.67,26.84,25.20,41.41,2015-03-31,2015-04-06,2
20150324,CA,0.15,1.74,4.67,26.84,25.20,41.41,2015-03-24,2015-03-30,2
20150317,CA,0.16,1.73,4.67,25.98,27.54,39.92,2015-03-17,2015-03-23,2
20150310,CA,0.16,1.73,4.67,25.98,27.54,39.92,2015-03-10,2015-03-16,2
20150303,CA,0.16,1.75,4.66,25.98,27.54,39.92,2015-03-03,2015-03-09,2
20150224,CA,0.16,1.75,4.66,25.98,27.54,39.92,2015-02-24,2015-03-02,2
20150217,CA,0.16,1.75,4.66,25.98,26.26,41.20,2015-02-17,2015-02-23,2
20150210,CA,0.16,1.75,4.66,25.98,27.47,39.99,2015-02-10,2015-02-16,2
20150203,CA,0.16,1.72,4.56,16.11,37.46,39.99,2015-02-03,2015-02-09,2
20150127,CA,0.00,1.87,3.79,16.82,37.52,39.99,2015-01-27,2015-02-02,2
20150120,CA,0.00,1.87,3.79,16.82,38.37,39.15,2015-01-20,2015-01-26,2
20150113,CA,0.00,1.88,3.78,16.82,38.37,39.15,2015-01-13,2015-01-19,2
20150106,CA,0.00,1.88,3.78,16.39,45.73,32.21,2015-01-06,2015-01-12,2
20141230,CA,0.00,1.88,3.78,16.39,45.73,32.21,2014-12-30,2015-01-05,2
20141223,CA,0.00,1.59,3.98,16.48,45.73,32.21,2014-12-23,2014-12-29,2
20141216,CA,0.00,1.59,3.98,16.48,45.73,32.21,2014-12-16,2014-12-22,2
20141209,CA,0.00,0.28,5.29,14.73,24.61,55.08,2014-12-09,2014-12-15,2
20141202,CA,0.00,0.28,5.29,14.73,24.61,55.08,2014-12-02,2014-12-08,2
20141125,CA,0.00,0.28,5.29,14.73,24.61,55.08,2014-11-25,2014-12-01,2
20141118,CA,0.00,0.28,5.29,14.73,24.61,55.08,2014-11-18,2014-11-24,2
20141111,CA,0.00,0.28,5.29,14.73,24.61,55.08,2014-11-11,2014-11-17,2
20141104,CA,0.00,0.29,5.28,14.73,24.61,55.08,2014-11-04,2014-11-10,2
20141028,CA,0.00,0.00,4.96,13.13,23.51,58.41,2014-10-28,2014-11-03,2
20141021,CA,0.00,0.00,4.96,13.13,23.51,58.41,2014-10-21,2014-10-27,2
20141014,CA,0.00,0.00,4.96,13.13,23.51,58.41,2014-10-14,2014-10-20,2
